Ydertype;Speciale;Ydernr;titelpost;System;Praksisbetegnelse;Adresse;Postnr;Post_navn;Amt;navn;Lokationsnr;Telefonnr_1
25;8;201723;;EG WinPLC;Carsten Toftager Larsen;Amaliegade 26,1 tv;1256;København K;84;Region Hovedstaden;5790002410345;33151419
25;8;201871;;EG Clinea;Lunge og Allergiklinikken, København;Nørre Farimagsgade 13,1 tv;1364;København K;84;Region Hovedstaden;5790002396847;33136513
25;8;201952;;EG WinPLC;Lungeklinikken i Ballerup;Hold-An Vej 5;2750;Ballerup;84;Region Hovedstaden;5790002415371;53717232
25;8;202290;;EG WinPLC;Hjerteklinik ved Anders Galløe;Park Allé 156;2605;Brøndby;84;Region Hovedstaden;5790002518324;42412429
25;8;202320;;NOVAX;Allergi- og Lungeklinikken Helsingør;Sct Olai Gade 39,1;3000;Helsingør;84;Region Hovedstaden;5790002519741;49702216
25;8;202363;;NOVAX;Michael Dilou Jacobsen;Rønnebærvej 10,1;2840;Holte;84;Region Hovedstaden;5790002520174;45424442
25;8;202452;;EG Clinea;Jørgen Vestbo;Indertoften 10,3;2720;Vanløse;84;Region Hovedstaden;5790002513497;38404400
25;8;202576;;EG WinPLC;Michael Egstrup;Peter Bangs Vej 9C (indgang via 7A);2000;Frederiksberg;84;Region Hovedstaden;5790002621819;31100033
25;8;202932;;NOVAX;Thomas Jørgen Ringbæk;Sct Olai Gade 39, 1.;3000;Helsingør;84;Region Hovedstaden;5790000149155;49702216
25;8;202940;;NOVAX;Allergiklinikken i Bagsværd;Bindeledet 11, st.;2880;Bagsværd;84;Region Hovedstaden;5790002629419;44440808
25;8;202983;;EG WinPLC;Rasmus Vedby Rasmussen;M D Madsensvej 13;3450;Allerød;84;Region Hovedstaden;5790002631078;30302408
25;8;203017;;EG Clinea;Mads Achen Riemann;Ny Østergade 2;3600;Frederikssund;84;Region Hovedstaden;5790002632488;33330003
25;8;203114;;EG Clinea;Sidse Graff;Nørre Farimagsgade 13, 1 tv;1364;København K;84;Region Hovedstaden;5790002636615;33136513
25;8;204951;;EG Clinea;Jimmy Collemorten;Skt. Kjelds Plads 12,1;2100;København Ø;84;Region Hovedstaden;5790000148813;44956823
25;8;205338;;EG WinPLC;Bente Kühn Madsen, Søren Galatius;Østerbrogade 62,1.;2100;København Ø;84;Region Hovedstaden;5790000155002;35387828
25;8;206571;;NOVAX;Lunge- og Allergiklinikken;Lyngbyvej 237,1;2900;Hellerup;84;Region Hovedstaden;5790002023354;38894092
25;8;207551;;NOVAX;Søren Kiilerich;Dronningens Tværgade 30,4;1302;København K;84;Region Hovedstaden;5790000149292;33113179
25;8;208094;;EG Clinea;Vibeke Backer;Tagensvej 70,2;2200;København N;84;Region Hovedstaden;5790000159956;21746574
25;8;208183;;EG Clinea;Peter Lange;Lyngby Hovedgade 57 A,1 th.;2800;Kongens Lyngby;84;Region Hovedstaden;5790001382100;21376787
25;8;210307;;EG WinPLC;Søren Strange;Hold-An Vej 5,st;2750;Ballerup;84;Region Hovedstaden;5790001349578;44972323
25;8;210633;;NOVAX;Alf Wennevold;Hans Edv Teglers Vej 9,1;2920;Charlottenlund;84;Region Hovedstaden;5790001349400;22402044
25;8;213047;;EG Clinea;Salvatore Leotta;Jægersborg Alle 16,2;2920;Charlottenlund;84;Region Hovedstaden;5790001394141;72282820
25;8;214272;;NOVAX;Henriette Enevoldsen;Hans Edv Teglers Vej 9,1;2920;Charlottenlund;84;Region Hovedstaden;5790000146895;39622120
25;8;215457;;EG Clinea;Terje Rannem;Hvidovrevej 338 A,1.;2650;Hvidovre;84;Region Hovedstaden;5790000151394;36770204
25;8;220876;;EG WinPLC;Jeppe Launbjerg & Per Fruergaard;Helsingørsgade 54 A;3400;Hillerød;84;Region Hovedstaden;5790000150069;48250155
25;8;221406;;EG Clinea;Elisabeth Knudsen;Søndervangen 47;3460;Birkerød;84;Region Hovedstaden;5790000151745;45819090
25;8;241040;;EG WinPLC;Speciallægepraksis Jens Hove;Brogårdsvænget 4;2820;Gentofte;84;Region Hovedstaden;5790002284762;45822981
25;8;229172;;NOVAX;Mavetarmklinikken Faxe ApS;Præstøvej 78;4640;Faxe;85;Region Sjælland;5790002406386;71992795
25;7;290246;;NOVAX;Kvindehuset Hobro;Stolbjergvej 8 b;9500;Hobro;81;Region Nordjylland;5790002516757;69141210
25;7;290262;;EG Clinea;Rom Gynækologi og Fertilitet;Ved Stranden 22,1 tv.;9000;Aalborg;81;Region Nordjylland;5790002522215;98144555
25;7;293415;;MultiMed Web;Morten Ring ApS.;Dag Hammarskjølds G. 4;9000;Aalborg;81;Region Nordjylland;5790000160808;98162933
25;7;269506;;Formatex Journal;Bay Gynækologisk Klinik;Jens Baggesens Vej 88,fg;8200;Aarhus N;82;Region Midtjylland;5790002414435;70602009
25;7;269573;;MultiMed Web;Gynækologisk Klinik v.Helene Nortvig;Vitus Berings Plads 1,3 th;8700;Horsens;82;Region Midtjylland;5790002618116;75614808
25;7;269913;;MultiMed Web;Gynækologisk klinik Randers;Østervangsvej 23;8900;Randers C;82;Region Midtjylland;5790002001635;86421550
25;7;278378;;NOVAX;Elin Poulsen;Tværgade 9;8600;Silkeborg;82;Region Midtjylland;5790000150625;86811901
25;7;285536;;NOVAX;Gynækolog Pernille Daugaard;Park Allé 3,1 th;8000;Aarhus C;82;Region Midtjylland;5790002405204;86198822
25;7;285609;;MultiMed Web;Gitte Dupont;Posthustorvet 4 B,2 tv;7800;Skive;82;Region Midtjylland;5790000144341;97510400
25;7;285625;;MultiMed Web;Speciallægeselskabet Klinik Dahl ApS;Morten Børups Gade 8;8000;Aarhus C;82;Region Midtjylland;5790000135585;88802325
25;7;285722;;NOVAX;Kvindeklinik Papirfabrikken;Papirfabrikken 36 D;8600;Silkeborg;82;Region Midtjylland;5790002405709;87206150
25;7;285854;;MultiMed Web;Anni Rosgaard;Preislers Plads 7,2;8800;Viborg;82;Region Midtjylland;5790000148905;86613888
25;7;244031;;NOVAX;Gynækologisk Klinik Odense I/S;Skt. Anne Plads 2;5000;Odense C;83;Region Syddanmark;5790001383633;66138818
25;7;244058;;MultiMed Web;Kvindesygdomme og Fødselshjælp;Kongevej 45,st;6400;Sønderborg;83;Region Syddanmark;5790001384166;74426422
25;7;244139;;NOVAX;Speciallæge for Gynækologi-obstetrik;Helgolandsgade 17 A,3;6700;Esbjerg;83;Region Syddanmark;5790001992637;76104076
25;7;244236;;MultiMed Web;Gynækologi v. Trine Kølby;Ny Vestergade 3,1;6000;Kolding;83;Region Syddanmark;5790001350901;75532877
25;7;244260;;EG Clinea;Speciallæge Carsten U. Henriques;Gråbrødre Plads 4, 3. tv.;5000;Odense C;83;Region Syddanmark;5790002026928;66148712
25;7;244570;;NOVAX;Speciallægeselskabet I.M Grunnet Aps;Skt. Anne Plads 2;5000;Odense C;83;Region Syddanmark;5790002411212;66147600
25;7;244597;;EG Clinea;Speciallæge Leyla Atay;Clausensvej 25;6100;Haderslev;83;Region Syddanmark;5790002413100;74527352
25;7;244619;;NOVAX;Guldberg Kvindeklinik;Dronningensgade 97,b st;7000;Fredericia;83;Region Syddanmark;5790002507243;75806480
25;7;244635;;EG Clinea;Speciallæge i gynækologi & obstetrik;Helgolandsgade 9;6400;Sønderborg;83;Region Syddanmark;5790001990510;79301747
25;7;244678;;NOVAX;Gynækologisk Klinik Billund;Granvej 2 E,2;7190;Billund;83;Region Syddanmark;5790002517099;69141405
25;7;244775;;EG Clinea;Klinik f. kvindesygdomme og graviditet;Teglgårdsparken 104, 1.;5500;Middelfart;83;Region Syddanmark;5790000151844;64400046
25;7;244821;;NOVAX;Speciallæge Stinne Holm Bergholdt;Vestergade 39, 3. 521;5000;Odense C;83;Region Syddanmark;5790002625145;66136012
25;7;254037;;NOVAX;Speciallæge Alexander Laschke;Opnørplads 1,2;6200;Aabenraa;83;Region Syddanmark;5790000152216;74750855
25;7;262250;;NOVAX;Speciallæge Gitte Glavind;Borgvold 14 B;7100;Vejle;83;Region Syddanmark;5790000153978;75840500
25;7;200050;;MultiMed Web;Kirsten Pilsgaard;Hyskenstræde 10;1207;København K;84;Region Hovedstaden;5790000156238;33148949
25;7;200301;;;Lisbeth Eriksen & Kathrine Birch;Ahlefeldtsgade 18,1. tv.;1359;København K;84;Region Hovedstaden;;33131382
25;7;200751;;XMedicus;Tine Tetzschner;Axeltorv 8,5;1609;København V;84;Region Hovedstaden;5790001371401;33339515
25;7;200824;;NOVAX;Henrik Vittrup;Frederiksdalsvej 70,3. th.;2830;Virum;84;Region Hovedstaden;5790001373085;45852022
25;7;200832;;MyClinic;Jacob Philipsen;Bagsværd Hovedgade 116 B,4.;2880;Bagsværd;84;Region Hovedstaden;5790001373078;44987275
25;7;200867;;NOVAX;Thue Bryndorf;Ny Østergade 10,3 tv;1101;København K;84;Region Hovedstaden;5790001388379;33151413
25;7;201170;;EG Clinea;Lisbeth Bach Elving;Lygten 2 C,4 th;2400;København NV;84;Region Hovedstaden;5790002276323;35840977
25;7;201227;;NOVAX;Jens Kristensen;Hovedvejen 126,4 tv;2600;Glostrup;84;Region Hovedstaden;5790002277818;43434310
25;7;201235;;NOVAX;Anne Høyrup Bjerre;Gentoftegade 39,1;2820;Gentofte;84;Region Hovedstaden;5790002280283;39652000
25;7;201278;;NOVAX;Sandra Teiblum;Allerød Stationsvej 10,2 th;3450;Allerød;84;Region Hovedstaden;5790002280979;48268081
25;7;201472;;NOVAX;Gitte Bennich;Kirkevej 1,2 th;2630;Taastrup;84;Region Hovedstaden;5790002402456;43524242
25;7;201510;;NOVAX;Mette Erenbjerg;Roarsvej 2,1 th;2000;Frederiksberg;84;Region Hovedstaden;5790002403910;38198215
25;7;201596;;NOVAX;Henrik Lajer;Højbro Plads 5,3;1200;København K;84;Region Hovedstaden;5790000147632;33935090
25;7;201707;;NOVAX;Henriette Hvide Jensen;Bramstræde 7 A,1.;3000;Helsingør;84;Region Hovedstaden;5790002409882;49201211
25;7;201715;;NOVAX;Ditte Josefine Rørne;Rosenørns Allé 6,3 tv;1634;København V;84;Region Hovedstaden;5790002409967;35371326
25;7;201790;;NOVAX;Priya Ajay Chauhan;Rungsted Bytorv 1;2960;Rungsted Kyst;84;Region Hovedstaden;5790002414350;48176250
25;7;201928;;NOVAX;Jens Christian Rifbjerg Larsen;Degnemose Allé 2 A,1;2700;Brønshøj;84;Region Hovedstaden;5790002414947;36467140
25;7;201979;;NOVAX;Elise Hoffmann, Kvindeklinikken Kbh.;Degnemose Allé 2 A;2700;Brønshøj;84;Region Hovedstaden;5790002414947;36467140
25;7;202061;;NOVAX;Frederiksberg Gynækologi;Falkoner Alle 63,3.;2000;Frederiksberg;84;Region Hovedstaden;5790002510342;38345634
25;7;202088;;NOVAX;Tórur Dalsgaard;Falkoner Alle 63,3.;2000;Frederiksberg;84;Region Hovedstaden;5790002509148;39639946
25;7;202169;;NOVAX;Dorthe Blirup Snejbjerg;Herlev Torv 1,2.;2730;Herlev;84;Region Hovedstaden;5790002512063;44941212
25;7;202312;;NOVAX;Katrine Haahr;Sluseholmen 17, 1.;2450;København SV;84;Region Hovedstaden;5790002518454;44609020
25;7;202444;;NOVAX;Anette Grønning;Kilde Alle 22,1 th;3600;Frederikssund;84;Region Hovedstaden;5790002617799;47383885
25;7;202622;;NOVAX;Rikke Lindgaard Hedeland;Strandvejen 16B, st. tv.;2100;København Ø;84;Region Hovedstaden;5790002622427;35431616
25;7;202681;;NOVAX;Pernille Danneskiold Lassen;Puggaardsgade 10, st. th.;1573;København V;84;Region Hovedstaden;5790002623585;33130122
25;7;202762;;NOVAX;Birgitte Marianne Krabholm Rindom;Grønningen 15, 3. sal;1270;København K;84;Region Hovedstaden;5790002283826;38748262
25;7;202827;;NOVAX;Bente Braad Sander;Taastrup Hovedgade 129E;2630;Taastrup;84;Region Hovedstaden;5790000147755;43523040
25;7;202991;;EG Clinea;Gitte Juul Almind;Lygten 2C, 4. th.;2400;København NV;84;Region Hovedstaden;5790002631207;53877740
25;7;203106;;Formatex Journal;Heidi Marie Christiansen;Seedorffs Vænge 2, 1.;2000;Frederiksberg;84;Region Hovedstaden;5790000154517;38349030
25;7;203122;;NOVAX;Birch Gynækologi og Fertilitet;Ahlefeldtsgade 18, 1. tv.;1359;København K;84;Region Hovedstaden;5790000158522;33131382
25;7;204404;;Formatex Journal;Svend Lindenberg;Lygten 2 C,4;2400;København NV;84;Region Hovedstaden;5790001375898;38427000
25;7;205079;;NOVAX;Maria Isabel de la Fuente Fonnest;Odensegade 7,1. tv.;2100;København Ø;84;Region Hovedstaden;5790000153589;35424349
25;7;207071;;MultiMed Web;Astrid Petersen;Amagerbrogade 242,1 tv;2300;København S;84;Region Hovedstaden;5790001992040;32502020
25;7;207187;;MultiMed Web;Christina Damstede Petersen;Ølandsgade 2,2 tv;2300;København S;84;Region Hovedstaden;5790002027154;32545545
25;7;208256;;NOVAX;Kåre Rygaard og Christina Norrbom;Strandvejen 104A;2900;Hellerup;84;Region Hovedstaden;5790000147106;39407000
25;7;210196;;NOVAX;Lars Alling Møller;Bernstorffsvej 20C,2;2900;Hellerup;84;Region Hovedstaden;5790001351717;21954040
25;7;210250;;NOVAX;Helle Kirkeby;Nordmarksvej 19;2770;Kastrup;84;Region Hovedstaden;5790000160785;32523033
25;7;213004;;NOVAX;Finn Stener Jørgensen;Rakelsvej 5;2900;Hellerup;84;Region Hovedstaden;5790001357238;39406106
25;7;214744;;NOVAX;Lise Helmsøe-Zinck;Søborg Hovedgade 221,1a;2860;Søborg;84;Region Hovedstaden;5790000144228;39670939
25;7;215597;;EG Clinea;Elisabeth Carlsen;Jægersborg Alle 19,3.;2920;Charlottenlund;84;Region Hovedstaden;5790000150120;39630127
25;7;215848;;NOVAX;Tri Huu Nguyen;Gammel Køge Landevej 272;2650;Hvidovre;84;Region Hovedstaden;5790000176687;36480365
25;7;215899;;NOVAX;Anne Lene Bülow-Lehnsby;Lyngby Hovedgade 57 B;2800;Kongens Lyngby;84;Region Hovedstaden;5790002012327;45888808
25;7;215902;;NOVAX;Helle Christina Sørensen;Strandvejen 64 H;2900;Hellerup;84;Region Hovedstaden;5790002012334;39407242
25;7;215929;;NOVAX;Irina Goukasian;Bymidten 36 A;3500;Værløse;84;Region Hovedstaden;5790002022234;24403330
25;7;220051;;NOVAX;Agnete Vedsted-Jakobsen og Sofie Hjortø;Nordre Jernbanevej 17;3400;Hillerød;84;Region Hovedstaden;5790000151240;48250022
25;7;220108;;MultiMed Web;Lars Grønlund;Sudergade 3 D;3000;Helsingør;84;Region Hovedstaden;5790000153404;49218866
25;7;220116;;MultiMed Web;Annelise Grønlund;Sudergade 3 D;3000;Helsingør;84;Region Hovedstaden;5790000153404;49218866
25;7;220213;;NOVAX;Henrik Springborg;Nordre Jernbanevej 17;3400;Hillerød;84;Region Hovedstaden;5790002513442;48250022
25;7;220248;;MultiMed Web;Marianne Aamann Jensen;Teglporten 3,1;3460;Birkerød;84;Region Hovedstaden;5790002002410;45813726
25;7;222496;;NOVAX;Henrik Skensved;Frederiksgade 2 A,2.;3400;Hillerød;84;Region Hovedstaden;5790000146796;48241206
25;7;225134;;NOVAX;Speciallæge Flemming Sørensen;Skoleholmen 19;2670;Greve;85;Region Sjælland;5790001357481;43601980
25;7;225339;;MultiMed Web;Speciallæge Stine Fürst;Slotsgade 9;4600;Køge;85;Region Sjælland;5790002000294;56663433
25;7;225460;;EG Clinea;Gynækologisk Klinik, Holbæk;Ahlgade 51,2;4300;Holbæk;85;Region Sjælland;5790002006357;59441301
25;7;225568;;NOVAX;Lars Meinerts Gynækologiske Klinik;Niels Juelsgade 6,1;4600;Køge;85;Region Sjælland;5790002010859;56638574
25;7;226068;;NOVAX;RosGyn - Lise Schleiss;Ringstedvej 18, st. tv.;4000;Roskilde;85;Region Sjælland;5790002275319;46361585
25;7;226297;;MultiMed Web;Gynækologisk Klinik Næstved;Parkvej 46 C,st th;4700;Næstved;85;Region Sjælland;5790002523526;55731076
25;7;226300;;NOVAX;Gynækologisk klinik Slagelse;Langes Gård 12, 1.th.;4200;Slagelse;85;Region Sjælland;5790002618932;58532310
25;7;226343;;NOVAX;Gynækologisk Klinik Lene Paulsen;Støden 18, 1. tv.;4000;Roskilde;85;Region Sjælland;5790002623370;91479779
25;7;229059;;NOVAX;Speciallæge Birgit Steenstrup;Banegårdspladsen 5;4800;Nykøbing F;85;Region Sjælland;5790000145072;54858860
25;7;229202;;NOVAX;Klinik for Gynækologi og Fertilitet;Ringstedvej 18, st.tv.;4000;Roskilde;85;Region Sjælland;5790002506406;46324004
25;7;229342;;NOVAX;Kvindeklinikken Roskilde;Borchsgade 6 B,1.;4000;Roskilde;85;Region Sjælland;5790002522178;46359500
25;6;290068;;EG Clinea;Reuma Nord;John F. Kennedys Pl. 1 R,4;9000;Aalborg;81;Region Nordjylland;5790002021770;38402030
25;6;290300;;NOVAX;Reumatologisk Klinik Vendsyssel;Tolstrupvej 91;9700;Brønderslev;81;Region Nordjylland;5790002619144;31168866
25;6;293814;;NOVAX;Reumatologisk Klinik Aalborg;Fyrkildevej 7;9220;Aalborg Øst;81;Region Nordjylland;5790002014246;72220212
25;6;269557;;NOVAX;Reumatologisk speciallægepraksis;Godthåbsvej 31;8660;Skanderborg;82;Region Midtjylland;5790002618376;86138093
25;6;269883;;NOVAX;Reumatologisk Speciallægepraksis;Morten Børups Gade 8,1.;8000;Aarhus C;82;Region Midtjylland;5790001996260;86196677
25;6;269956;;EG Clinea;Aarhus Reumatologiklinik;Park Allé 15,4 tv;8000;Aarhus C;82;Region Midtjylland;5790002011375;86191918
25;6;244066;;NOVAX;Reumaklinik Fyn, Speciallægeklinik;Bjerggårds Allé 2;5240;Odense NØ;83;Region Syddanmark;5790001384081;66130500
25;6;244287;;NOVAX;Reumatologisk Praksis v. R. Puisa;Sydbanegade 4,1 th;6000;Kolding;83;Region Syddanmark;5790002027406;75139300
25;6;244562;;NOVAX;Gigtlægen Esbjerg;Eriksensvej 2;6710;Esbjerg V;83;Region Syddanmark;5790002408878;71716710
25;6;245860;;NOVAX;Reumatologerne Beier & Morillon I/S;Skt. Anne Plads 2,4.;5000;Odense C;83;Region Syddanmark;5790000138500;66141441
25;6;246034;;EG Clinea;Speciallæge Ketil Bjerregård;Sankt Nicolai Gade 6,st;5700;Svendborg;83;Region Syddanmark;5790000148004;62219222
25;6;253995;;NOVAX;Speciallægepraksis i reumatologi;Erik Jessens Vej 11;6200;Aabenraa;83;Region Syddanmark;5790000145225;73620510
25;6;266507;;NOVAX;Speciallæge Piotr Gatarz;Enghavevej 9,1;7100;Vejle;83;Region Syddanmark;5790001355241;76400633
25;6;200123;;EG WinPLC;Henning Bliddal;Nørre Farimagsgade 33,st;1364;København K;84;Region Hovedstaden;5790000158089;30463360
25;6;200166;;NOVAX;Jacob Kriegbaum;Valby Langgade 6,st;2500;Valby;84;Region Hovedstaden;5790000150489;45829482
25;6;200735;;NOVAX;Malikka L.C. Schaadt;Nørregade 40,5.;1165;København K;84;Region Hovedstaden;5790000148523;35367100
25;6;200840;;NOVAX;Karen Lisbeth Faarvang;Lyngby Hovedgade 57 C,1.;2800;Kongens Lyngby;84;Region Hovedstaden;5790000140527;45872525
25;6;200891;;EG Clinea;Mikkel Faurschou;Vesterbrogade 121, 6;1620;København V;84;Region Hovedstaden;5790002007439;51410131
25;6;201065;;NOVAX;Anita Kincses;Søengen 20;2840;Holte;84;Region Hovedstaden;5790002274558;45423635
25;6;201073;;NOVAX;Tuan Khai Huynh;Søengen 20;2840;Holte;84;Region Hovedstaden;5790002274916;45423635
25;6;201146;;EG Clinea;Charlottenlund Gigt- og Rygklinik;Jægersborg Alle 16,2 tv;2920;Charlottenlund;84;Region Hovedstaden;5790002277122;39636610
25;6;201243;;NOVAX;Havnens REUMATOLOGI;Sluseholmen 17,1;2450;København SV;84;Region Hovedstaden;5790002279119;33213387
25;6;201308;;NOVAX;Reumatologisk Klinik Brønshøj;Frederikssundsvej 152 B,1. tv;2700;Brønshøj;84;Region Hovedstaden;5790002283208;38603300
25;6;201464;;NOVAX;Jens Skøt Hindrup;Søborg Hovedgade 199,1 th.;2860;Søborg;84;Region Hovedstaden;5790002398520;39692056
25;6;201553;;EG Clinea;Olsen & Seven, Furesø Reumatologerne;Gammelgårdsvej 10;3520;Farum;84;Region Hovedstaden;5790002406904;44957761
25;6;201855;;EG Clinea;Lillan Tobin;Peter Bangs Vej 7 A,op,-9;2000;Frederiksberg;84;Region Hovedstaden;5790002275128;42430610
25;6;201960;;EG WinPLC;Christian Holkmann Olsen;Jernbanevej 10,1 th;2600;Glostrup;84;Region Hovedstaden;5790002415418;43433848
25;6;202037;;NOVAX;Bo Jannik Ejbjerg;Idrætsvej 101;2650;Hvidovre;84;Region Hovedstaden;5790002506321;50554300
25;6;202215;;MyClinic;Nordic Reumatologi;Laurits Olsens Vej 1,1;2650;Hvidovre;84;Region Hovedstaden;5790002513404;77340036
25;6;202304;;NOVAX;Mogens Pfeiffer Jensen;Sluseholmen 17, 1.;2450;København SV;84;Region Hovedstaden;5790002518683;33124001
25;6;202533;;NOVAX;Emina Omerovic Wågman;Øster Allé 48, 2. sal;2100;København Ø;84;Region Hovedstaden;5790002620614;39185067
25;6;202568;;EG Clinea;Kamilla Danebod;Falkoner Alle 63, 2. sal;2000;Frederiksberg;84;Region Hovedstaden;5790002622137;70666632
25;6;202584;;NOVAX;Mads Bakkegaard;Øster Allé 48, 2.;2100;København Ø;84;Region Hovedstaden;5790002624841;53776133
25;6;204129;;EG WinPLC;Marjan Rastgoy Astaraei;Jyllingevej 52;2720;Vanløse;84;Region Hovedstaden;5790001392215;38747970
25;6;206873;;NOVAX;Bo Pedersen;Vesterbrogade 121, 6;1620;København V;84;Region Hovedstaden;5790000152919;61990620
25;6;212997;;NOVAX;Berit Broholm;Rødovre Centrum 1 K,1,-201;2610;Rødovre;84;Region Hovedstaden;5790001997779;36720703
25;6;215090;;NOVAX;Gheorghe Adrian Florescu;Vallensbæk Stationst 58,1.;2665;Vallensbæk Strand;84;Region Hovedstaden;5790000146680;55340520
25;6;215511;;NOVAX;Pierre Schydlowsky & Signe Jensen;Bymidten 11,1.;3500;Værløse;84;Region Hovedstaden;5790000144556;44481507
25;6;220124;;EG Clinea;Tom Klausen;Hovedgaden 55 A,2;2970;Hørsholm;84;Region Hovedstaden;5790000153275;49221136
25;6;222194;;NOVAX;Gigtlægerne Hillerød;Slotsgade 63 B,1 th;3400;Hillerød;84;Region Hovedstaden;5790002414183;48266810
25;6;222313;;MyClinic;Veronika Jensen;Christianshusvej 185;2970;Hørsholm;84;Region Hovedstaden;5790002000775;49213122
25;6;222372;;EG Clinea;Finn Johannsen og Sanne Toftgaard;Gammelgårdsvej 10;3520;Farum;84;Region Hovedstaden;5790000155088;44954940
25;6;222593;;NOVAX;Khurram Ashraf;Slotsarkaderne 227,op b;3400;Hillerød;84;Region Hovedstaden;5790002272486;48266823
25;6;225576;;EG WinPLC;Reumatologisk klinik Køge;Nørregade 9,1 th;4600;Køge;85;Region Sjælland;5790002011658;56654470
25;6;226149;;NOVAX;Reumatologisk Klinik Falster;Langgade 13,3. tv.;4800;Nykøbing F;85;Region Sjælland;5790002396939;69152720
25;6;226157;;NOVAX;Reumatologi Holbæk v/Martin Andersen;Ahlgade 61;4300;Holbæk;85;Region Sjælland;5790002396489;59444022
25;6;226254;;CGM XMO;Reumatologisk Klinik Næstved;Skomagerrækken 3;4700;Næstved;85;Region Sjælland;5790002415364;78799200
25;6;226327;;;ReumaKlinik Roskilde;Hemmelig 1;0;Hemmelig;85;Region Sjælland;;46354515
25;6;226335;;EG Clinea;ReumaKlinik Roskilde;Støden 3, 3.;4000;Roskilde;85;Region Sjælland;5790001387020;46354515
25;5;270024;;XMedicus;Røntgenklinikken Aarhus v.Lasse Speiser;Morten Børups Gade 10, st;8000;Aarhus C;82;Region Midtjylland;5790002627538;86206000
25;5;200085;;XMedicus;Eric von Benzon;Trianglen 5,st;2100;København Ø;84;Region Hovedstaden;5790000146697;35267106
